COMPANY,ADDRESS,CITY,STATE,ZIP,ZIP4,LEGALNAME,PADDRESSLNG,PCITY,PSTATE,PZIP,PCRRT,SICDESC,TITLE,CONTACTNAMECOMP,Corporate Name (Search),UCC URL (Search),Source File,Status (UCC),Date Filed,Expires,Filings Completed Through,UCC Number,Filing Events,Secured Parties Count,Secured Party 1 Name,Secured Party 1 Address,Secured Party 2 Name,Secured Party 2 Address,Secured Party 3 Name,Secured Party 3 Address,Secured Party 4 Name,Secured Party 4 Address,Secured Party 5 Name,Secured Party 5 Address,Debtor Parties Count,Debtor Name,Debtor Address,Document Type,Document Pages,Document Number,Filing Date
Assocted Gen Cntrs Amer Fla E,2617 N Australian Ave,West Palm Beach,FL,33407-5628,5628,ASSOCIATED GENERAL CONTRACTORS OF AMERICA FLORIDA EAST COAST CHAPTER,2617 N Australian Ave Ste B,West Palm Beach,FL,33407-5628,C012,Professional Organizations,Director,Ms. Michelle Depotter,Assocted Gen Cntrs Amer Fla E,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Florida Car Center LLC,1118 25th St Unit 10,West Palm Beach,FL,33407-5629,5629,FLORIDA CAR CENTER LLC,1118 25th St Unit 10,West Palm Beach,FL,33407-5629,,"Automobiles, Used Cars Only",Principal,Mr. Patrick U Andersson,Florida Car Center LLC,https://floridaucc.com/search?text=FLORIDA CAR CENTER LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,12/04/2009,12/04/2014,03/02/2026,200901622727,0,1,,,,,,,,,,,1,FLORIDA CAR CENTER LLC,"1118 25TH ST BAYS #10, WEST PALM BEACH, FL, 33407",UCC1,1,,12/04/2009
University Prprtory Acdmy-Palm,2101 N Australian Ave,West Palm Beach,FL,33407-5630,5630,"UNIVERSITY PREPARATORY ACADEMY-PALM BEACH, INC.",2101 N Australian Ave,West Palm Beach,FL,33407-5630,,Preparatory School,Board Of Directors,Mr. Anthony Polazzi,University Prprtory Acdmy-Palm,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Sp Azalea Place LP,2100 N Australian Ave,West Palm Beach,FL,33407-5695,5695,AZALEA SP PLACE LP,2100 N Australian Ave,West Palm Beach,FL,33407-5695,,Apartment Building Operators,Partner,J D Page,Sp Azalea Place LP,https://floridaucc.com/search?text=AZALEA SP PLACE LP&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,12/27/2007,12/27/2012,03/02/2026,200707322039,0,1,,,,,,,,,,,1,SP AZALEA PLACE LP,"C/O SOUTHPORT FINANCIAL SERVICES INC, 2430 ESTANCIA BLVD STE 101, CLEARWATER, FL, 33761",UCC1,6,,12/27/2007
Palm Beach Tours and Trnsp,800 23rd St,West Palm Beach,FL,33407-5742,5742,PALM BEACH TOURS AND TRANSPORTATION,800 23rd St,West Palm Beach,FL,33407-5742,C017,"Limousine Rental, With Driver",President,Mr. John Critchett,Palm Beach Tours and Trnsp,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Mollys Trolleys Inc,800 23rd St,West Palm Beach,FL,33407-5742,5742,MOLLY'S TROLLEY'S INC,800 23rd St,West Palm Beach,FL,33407-5742,,Local Bus Charter Service,Chief Executive Officer,Ms. Molly Stahlman,Mollys Trolleys Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Relish,401 Northwood Rd,West Palm Beach,FL,33407-5815,5815,RELISH,401 Northwood Rd,West Palm Beach,FL,33407-5815,,Hamburger Stand,Owner,Ms. Desiree Tobin,Relish,https://floridaucc.com/search?text=RELISH&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,08/01/2011,08/01/2016,03/02/2026,201105064245,1,1,,,,,,,,,,,2,"RELISH, INC.","401 NORTHWOOD ROAD, WEST PALM BEACH, FL, 33407",UCC1,3,,08/01/2011
Wanderer Bracelets LLC,415 Northwood Rd,West Palm Beach,FL,33407-5815,5815,WANDERER BRACELETS LLC,415 Northwood Rd,West Palm Beach,FL,33407-5815,,Costume Jewelry,Member,Mr. Benjamin W Katzaman,Wanderer Bracelets LLC,https://floridaucc.com/search?text=WANDERER BRACELETS LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,09/22/2016,09/22/2021,03/02/2026,201608936374,0,1,,,,,,,,,,,2,WANDERER BRACELETS LLC,"511 NORTHWOOD RD, WEST PALM BEACH, FL, 33407",UCC1,1,,09/22/2016
All About Details,512 Northwood Rd,West Palm Beach,FL,33407-5818,5818,ALL ABOUT DETAILS,512 Northwood Rd,West Palm Beach,FL,33407-5818,C002,Hotels And Motels,Principal,Ms. Muriel Valette-Rogir,All About Details,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Dialysis Assoc Of The Palm Bch,2611 Poinsettia Ave,West Palm Beach,FL,33407-5919,5919,DIALYSIS ASSOCIATES OF THE PALM BEACHES INC,2611 Poinsettia Ave,West Palm Beach,FL,33407-5919,,Kidney Dialysis Centers,President,Mr. Kent Berry,Dialysis Assoc Of The Palm Bch,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Holyfield & Thomas  LLC,125 Butler St,West Palm Beach,FL,33407-6105,6105,"HOLYFIELD & THOMAS, LLC",125 Butler St,West Palm Beach,FL,33407-6105,C003,Certified Public Accountant,Managing Member,Mr. David J Thomas,Holyfield & Thomas  LLC,"https://floridaucc.com/search?text=HOLYFIELD & THOMAS, LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,03/15/2001,03/15/2006,03/02/2026,200100057443,0,1,,,,,,,,,,,1,HOLYFIELD & THOMAS LLC,"1601 FORUM PLACE, SUITE 801, WEST PALM BEACH, FL, 33401",UCC1,12,,03/15/2001
Interctive Stllite Ntworks Inc,1011 Adams St,West Palm Beach,FL,33407-6206,6206,"INTERACTIVE SATELLITE NETWORKS, INC.",1011 Adams St,West Palm Beach,FL,33407-6206,,"Satellites, Communications",President,Mr. John H Page,Interctive Stllite Ntworks Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Rba Property Holdings  LLC,1023 State St,West Palm Beach,FL,33407-6227,6227,"RBA PROPERTY HOLDINGS, LLC",1023 State St,West Palm Beach,FL,33407-6227,C017,"Holding Companies, Nec",Principal,Gal Z Schwartz,Rba Property Holdings  LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Gold Coast Linen Services  LLC,1811 N Dixie Hwy,West Palm Beach,FL,33407-6505,6505,"GOLD COAST LINEN SERVICES, LLC",1811 N Dixie Hwy,West Palm Beach,FL,33407-6505,,Linen Supply,Member,Ms. Karen Luneburg,Gold Coast Linen Services  LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Pamela H Murdock  Inc,1617 North Flagler Dr,West Palm Beach,FL,33407-6537,6537,"PAMELA H. MURDOCK, INC.",1617 N Flagler Dr,West Palm Beach,FL,33407-6537,,Vacation Lodges,Chief Executive Officer,Ms. Pamela H Murdock,Pamela H Murdock  Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Flagler Pointe,1801 N Flagler Dr Apt 537,West Palm Beach,FL,33407-6566,6566,FLAGLER POINTE,1801 N Flagler Dr Apt 537,West Palm Beach,FL,33407-6566,,Real Estate Agents And Managers,President,Thodore Sofia,Flagler Pointe,https://floridaucc.com/search?text=FLAGLER POINTE&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,11/12/2015,11/12/2020,03/02/2026,201505697520,1,1,,,,,,,,,,,1,"FLAGLER POINTE CONDOMINIUM ASSOCIATION OF WPB, INC.","1801 NORTH FLAGLER DRIVE, WEST PALM BEACH, FL, 33407",UCC1,3,,11/12/2015
Cfb Consulting Services LLC,1804 N Dixie Hwy Ste A,West Palm Beach,FL,33407-6570,6570,CFB CONSULTING SERVICES LLC,1804 N Dixie Hwy Ste A,West Palm Beach,FL,33407-6570,C002,"Business Consulting, Nec",Chief Executive Officer,Chantelle B Davis,Cfb Consulting Services LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Ad Therapy Inc,1804 N Dixie Hwy Ste B,West Palm Beach,FL,33407-6570,6570,AD THERAPY INC,1804 N Dixie Hwy Ste B,West Palm Beach,FL,33407-6570,C002,Advertising Consultant,President,Ms. Valerie N Staggs,Ad Therapy Inc,https://floridaucc.com/search?text=AD THERAPY INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Filed,04/13/2024,04/13/2029,03/02/2026,202400989077,0,1,,,,,,,,,,,1,"AD THERAPY, INC.","1804 N DIXIE HWY STE B, WEST PALM BEACH, FL, 33407",UCC1,2,,04/13/2024
Tisma Trucking Company LLC,4001 40th Way,West Palm Beach,FL,33407-6813,6813,TISMA TRUCKING COMPANY LLC,4001 40th Way,West Palm Beach,FL,33407-6813,,"Local Trucking, Without Storage",Manager,Guerchony S Tisma,Tisma Trucking Company LLC,https://floridaucc.com/search?text=TISMA TRUCKING COMPANY LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,05/08/2013,05/08/2018,03/02/2026,201308983504,1,1,,,,,,,,,,,1,TISMA TRUCKING COMPANY LLC,"1028 A GREEN PINE BLVD, WEST PALM BEACH, FL, 33409-7033",UCC1,1,,05/08/2013
B E Pressure Supply Inc,5483 Leaper Dr,West Palm Beach,FL,33407-7000,7000,B E PRESSURE SUPPLY INC,5483 Leaper Dr,West Palm Beach,FL,33407-7000,,"Blast Cleaning Equipment, Dustless",Member,Mr. John Pankow,B E Pressure Supply Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Be Power Equipment USA  Inc,5483 Leeper Dr,West Palm Beach,FL,33407-7000,7000,"BE POWER EQUIPMENT USA, INC.",5483 Leaper Dr,West Palm Beach,FL,33407-7000,,"Cleaning Equipment, High Pressure, Sand Or Steam",President,Mr. Curtis Braber,Be Power Equipment USA  Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Brians Carpet & Coml Flrg Inc,5401 N Haverhill Rd,West Palm Beach,FL,33407-7005,7005,"BRIAN'S CARPET & COMMERCIAL FLOORING, INC.",5401 N Haverhill Rd,West Palm Beach,FL,33407-7005,H001,Carpets,President,Ms. Patricia Blash,Brians Carpet & Coml Flrg Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
I-Pop  Inc,5401 N Haverhill Rd,West Palm Beach,FL,33407-7005,7005,"I-POP, INC.",5401 N Haverhill Rd,West Palm Beach,FL,33407-7005,H001,Assembly Hall Furniture,Chief Executive Officer,Ms. Devorah Leo,I-Pop  Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Retail Solution Center  Inc,5401 N Hvrhill Rd Unit 10,West Palm Beach,FL,33407-7005,7005,"RETAIL SOLUTION CENTER, INC.",5401 N Haverhill Rd Unit 106,West Palm Beach,FL,33407-7005,,Display Advertising Service,Chairman Of The Board,Ms. Deborah Leo,Retail Solution Center  Inc,"https://floridaucc.com/search?text=RETAIL SOLUTION CENTER, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,08/11/2020,08/11/2025,03/02/2026,202004031717,0,1,,,,,,,,,,,1,"RETAIL SOLUTION CENTER, INC.","475 N CLEARY ROAD, UNIT 4, WEST PALM BEACH, FL, 33413",UCC1,1,,08/11/2020
Zumo Imports LLC,5401 N Hvrhill Rd Unit 10,West Palm Beach,FL,33407-7005,7005,ZUMO IMPORTS LLC,5401 N Haverhill Rd Unit 108,West Palm Beach,FL,33407-7005,,Dried Or Canned Foods,Member,Mr. Bryon Parker,Zumo Imports LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Hyatt AC & Rfrgn Inc,5401 N Haverhill Rd,West Palm Beach,FL,33407-7005,7005,"HYATT AIR CONDITIONING AND REFRIGERATION, INC.",5401 N Haverhill Rd Unit 115,West Palm Beach,FL,33407-7005,H001,Warm Air Heating And Air Conditioning Contractor,President,Ms. Lisa Hyatt,Hyatt AC & Rfrgn Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Florida Coastal Windows LLC,5401 N Haverhill Rd,West Palm Beach,FL,33407-7005,7005,FLORIDA COASTAL WINDOWS LLC,5401 N Haverhill Rd,West Palm Beach,FL,33407-7005,H001,Windows,Principal,Mr. Henry O Cepeda,Florida Coastal Windows LLC,https://floridaucc.com/search?text=FLORIDA COASTAL WINDOWS LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,12/14/2020,12/14/2025,03/02/2026,202005605008,0,1,,,,,,,,,,,2,"BELLA SUIZA, LLC","83 GENEVA DRIVE, #622423, OVIEDO, FL, 32765",UCC1,1,,12/14/2020
Professional Pool & Patio,5401 N Hvrhill Rd Unit 10,West Palm Beach,FL,33407-7005,7005,"PROFESSIONAL POOL & PATIO, INC",5401 N Haverhill Rd Unit 104,West Palm Beach,FL,33407-7005,,"Swimming Pools, Hot Tubs, And Sauna Equipment And Supplies",Owner,Ms. Claudia Macdonald,Professional Pool & Patio,"https://floridaucc.com/search?text=PROFESSIONAL POOL & PATIO, INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,10/15/2019,10/15/2024,03/02/2026,201909908000,0,1,,,,,,,,,,,1,"PROFESSIONAL POOL & PATIO, INC","5401B HAVERHILL RD #104, WEST PALM BEACH, FL, 33407",UCC1,1,,10/15/2019
Millennium Vending,5401 N Hvrhill Rd Unit 12,West Palm Beach,FL,33407-7006,7006,MILLENNIUM VENDING,5401 N Haverhill Rd Unit 120,West Palm Beach,FL,33407-7006,,Fresh Fruits And Vegetables,Owner,Demartino Carl,Millennium Vending,https://floridaucc.com/search?text=MILLENNIUM VENDING&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,01/30/2002,01/30/2007,03/02/2026,200200235050,1,1,,,,,,,,,,,1,MILLENNIUM VENDING CORPORATION,"3953 VERSAILLES DR., TAMPA, FL, 33634",UCC1,2,,01/30/2002
Classic Window & Glass Inc,5403 N Haverhill Rd,West Palm Beach,FL,33407-7007,7007,CLASSIC WINDOW & GLASS INC.,5403 N Haverhill Rd Unit 227,West Palm Beach,FL,33407-7007,H001,Mirrors,President,Mr. Michael E Grogan,Classic Window & Glass Inc,https://floridaucc.com/search?text=CLASSIC WINDOW & GLASS INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Filed,09/30/2021,09/30/2026,03/02/2026,202108632125,0,1,,,,,,,,,,,1,CLASSIC WINDOW & GLASS INC.,"5403 N HAVERHILL RD. #227, WEST PALM BEACH, FL, 33407",UCC1,1,,09/30/2021
Classical Insights LLC,5407 N Hvrhill Rd Unit 33,West Palm Beach,FL,33407-7008,7008,CLASSICAL INSIGHTS LLC,5407 N Haverhill Rd Unit 336,West Palm Beach,FL,33407-7008,,Health Foods,Member,Mr. Bryon Parker,Classical Insights LLC,https://floridaucc.com/search?text=CLASSICAL INSIGHTS LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Filed,03/11/2014,03/11/2029,03/02/2026,20140090576X,2,1,,,,,,,,,,,1,CLASSICAL INSIGHTS LLC,"5407 N. HAVERHILL ROAD, SUITE 336, WEST PALM BEACH, FL, 33407",UCC1,1,,03/11/2014
Southampton Restoration  Inc,5555 Village Blvd,West Palm Beach,FL,33407-7910,7910,"SOUTHAMPTON RESTORATION, INC.",5555 Village Blvd,West Palm Beach,FL,33407-7910,C019,"General Remodeling, Single-Family Houses",President,Mr. Larry Palumbo,Southampton Restoration  Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Wallace Surveying Corporation,5553 Village Blvd,West Palm Beach,FL,33407-7910,7910,WALLACE SURVEYING CORPORATION,5553 Village Blvd,West Palm Beach,FL,33407-7910,,Surveying Services,President,Mr. Craig Wallace,Wallace Surveying Corporation,https://floridaucc.com/search?text=WALLACE SURVEYING CORPORATION&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,04/13/1998,04/13/2003,03/02/2026,980000079458,1,1,,,,,,,,,,,1,WALLACE SURVEYING CORPORATION,"901 NORTHPOINTE PARKWAY STE 117, WEST PALM BEACH, FL, 33407",UCC1,1,,04/13/1998
Shield Exterminating  Inc,P O Box 14164,North Palm Beach,FL,33408,,"SHIELD EXTERMINATING, INC.",320 W 10th St,Riviera Beach,FL,33404-7514,,Pest Control In Structures,President,Mr. James R Hassell,Shield Exterminating  Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
National Alnce For Eting Dsrde,P O Box 13155,North Palm Beach,FL,33408,,"NATIONAL ALLIANCE FOR EATING DISORDERS, INC.",4400 N Congress Ave Ste 100,West Palm Beach,FL,33407-3221,,Advocacy Group,Chief Executive Officer,Ms. Johanna Kandel,National Alnce For Eting Dsrde,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Roofman  Inc,P O Box 13148,North Palm Beach,FL,33408-7148,7148,"ROOFMAN, INC.",911 W 15th St,Riviera Beach,FL,33404-6719,,Roofing Contractor,President,Mr. Peter Dzenutis,Roofman  Inc,"https://floridaucc.com/search?text=ROOFMAN, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,11/09/1998,11/09/2003,03/02/2026,980000250474,0,1,,,,,,,,,,,3,ROOFMAN INC,"911 W 15TH STREET, RIVIERA BEACH, FL, 33404",UCC1,2,,11/09/1998
National Cnstr Clrs Group LLC,931 Vllage Blvd Ste 905-5,West Palm Beach,FL,33409-1803,1803,NATIONAL CONSTRUCTION CLEANERS GROUP LLC,931 Village Blvd Ste 905-528,West Palm Beach,FL,33409-1803,,Cleaning New Buildings After Construction,,Mr. John Radford,National Cnstr Clrs Group LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
C2c Intrnational Solutions LLC,931 Vllage Blvd Ste 905-5,West Palm Beach,FL,33409-1803,1803,C2C INTERNATIONAL SOLUTIONS LLC,931 Village Blvd Ste 905-509,West Palm Beach,FL,33409-1803,,Management Consulting Services,Managing Member,Mr. David Barbera,C2c Intrnational Solutions LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Mayi Construction Inc,931 Vllage Blvd Ste 905-4,West Palm Beach,FL,33409-1803,1803,MAYI CONSTRUCTION INC.,931 Village Blvd Ste 905-440,West Palm Beach,FL,33409-1803,,"Industrial Buildings, New Construction, Nec",President,Yamara Urbina,Mayi Construction Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Wetter Enterprises  Inc,931 Village Blvd Ste #905,West Palm Beach,FL,33409-1804,1804,"WETTER ENTERPRISES, INC.",931 Village Blvd Ste 905,West Palm Beach,FL,33409-1804,,Flooring Contractor,President,Mr. Richard Wetter,Wetter Enterprises  Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Twin Communications  LLC,931 Villiage Blvd Ste 905,West Palm Beach,FL,33409-1804,1804,"TWIN COMMUNICATIONS, LLC",931 Village Blvd Ste 905,West Palm Beach,FL,33409-1804,,Telephone And Communication Line Construction,Member,Mr. Don C Morris,Twin Communications  LLC,"https://floridaucc.com/search?text=TWIN COMMUNICATIONS, LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,08/18/2014,08/18/2019,03/02/2026,201402035215,0,1,,,,,,,,,,,5,"TWIN COMMUNICATIONS, LLC","931 VILLAGE BOULEVARD STE 905-208, WEST PALM BEACH, FL, 33409",UCC1,4,,08/18/2014
Go Solar Power LLC,580 Village Blvd,West Palm Beach,FL,33409-1904,1904,GO SOLAR POWER LLC,580 Village Blvd,West Palm Beach,FL,33409-1904,,Solar Energy Contractor,President,Mr. Thomas Montoya,Go Solar Power LLC,https://floridaucc.com/search?text=GO SOLAR POWER LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Filed,04/29/2021,04/29/2026,03/02/2026,202106930303,1,1,,,,,,,,,,,1,GO SOLAR POWER LLC,"933 CLINT MOORE ROAD, BOCA RATON, FL, 33487",UCC1,1,,04/29/2021
Broward Palm Bches St Lcie Rlt,1 Harvard Cir Ste 102,West Palm Beach,FL,33409-1905,1905,"BROWARD, PALM BEACHES AND ST. LUCIE REALTORS, INC.",1 Harvard Cir Ste 102,West Palm Beach,FL,33409-1905,,Trade Associations,Chief Executive Officer,Dionna Hall,Broward Palm Bches St Lcie Rlt,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Herizon  Inc,1 Harvard Cir,West Palm Beach,FL,33409-1905,1905,"HERIZON, INC.",1 Harvard Cir Ste 100,West Palm Beach,FL,33409-1905,,Civic And Social Associations,Principal,Silverman Hope,Herizon  Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Pizzazz Hair Design,771 Village Blvd Ste 208,West Palm Beach,FL,33409-1934,1934,PIZZAZZ HAIR DESIGN,771 Village Blvd Ste 208,West Palm Beach,FL,33409-1934,,Hairdressers,President,Mr. Dennis Marquez,Pizzazz Hair Design,https://floridaucc.com/search?text=PIZZAZZ HAIR DESIGN&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,08/11/2005,08/11/2020,03/02/2026,200500416417,3,1,,,,,,,,,,,1,PIZZAZZ HAIR DESIGN,"771 VILLAGE BOULEVARD, SUITE 208, WEST PALM BEACH, FL, 33409",UCC1,1,,08/11/2005
Village Vapor Company,931 Village Blvd Ste 908,West Palm Beach,FL,33409-1939,1939,THE VILLAGE VAPOR COMPANY,931 Village Blvd Ste 908,West Palm Beach,FL,33409-1939,C074,Vapor Smoking Devices,Principal,Mr. Alan Litroff,Village Vapor Company,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Brandy Marinas  Inc,560 Village Blvd,West Palm Beach,FL,33409-1945,1945,"BRANDY MARINAS, INC.",560 Village Blvd,West Palm Beach,FL,33409-1945,,Marinas,President,Mr. Dan Eaffaldano,Brandy Marinas  Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Tenet Physicians Services,901 Village Blvd Ste 702,West Palm Beach,FL,33409-1947,1947,TENET PHYSICIANS SERVICES,901 Village Blvd Ste 702,West Palm Beach,FL,33409-1947,,Neurologist,Administrator,Ms. Joyce Lucas,Tenet Physicians Services,https://floridaucc.com/search?text=TENET PHYSICIANS SERVICES&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,08/06/1999,08/06/2004,03/02/2026,990000179405,0,1,,,,,,,,,,,1,TENET PHYSICIAN SERVICES,"1555 EAST OAKLAND PARK BLVD., FT. LAUDERDALE, FL, 33334",UCC1,1,,08/06/1999
Dfl Palm Beach  Inc,400 Columbia Dr Ste 110,West Palm Beach,FL,33409-1948,1948,"DFL PALM BEACH, INC.",400 Columbia Dr Ste 110,West Palm Beach,FL,33409-1948,,Landscape Architects,President,Ms. Karen F Bentz,Dfl Palm Beach  Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Divine Bllock Mrtin Sllari Pro,580 Village Blvd Ste 110,West Palm Beach,FL,33409-1951,1951,"DIVINE, BLALOCK, MARTIN & SELLARI, PROFESSIONAL ASSOCIATION",580 Village Blvd Ste 110,West Palm Beach,FL,33409-1951,C071,Certified Public Accountant,Director,Mr. Michael G Martin,Divine Bllock Mrtin Sllari Pro,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
David L Liporace Do,580 Village Blvd Ste 210,West Palm Beach,FL,33409-1952,1952,DAVID L LIPORACE DO,580 Village Blvd Ste 210,West Palm Beach,FL,33409-1952,C071,Internal Medicine Practitioners,Owner,Mr. David L Liporace,David L Liporace Do,https://floridaucc.com/search?text=DAVID L LIPORACE DO&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,12/31/1997,12/31/2002,03/02/2026,970000291781,1,1,,,,,,,,,,,1,DAVID L LIPORACE DO PA,"580 VILLAGE BLVD #210, WEST PALM BEACH, FL, 33409",UCC1,2,,12/31/1997
Smith Vanture and Bogani LLP,580 Village Blvd Ste 200,West Palm Beach,FL,33409-1952,1952,SMITH VANTURE AND BOGANI LLP,580 Village Blvd Ste 200,West Palm Beach,FL,33409-1952,C071,"General Practice Attorney, Lawyer",Partner,Mr. Brian W Smith,Smith Vanture and Bogani LLP,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
MD Home Health  LLC,580 Village Blvd Ste 315,West Palm Beach,FL,33409-1953,1953,"M.D. HOME HEALTH, LLC",580 Village Blvd Ste 315,West Palm Beach,FL,33409-1953,,Home Health Care Services,Managing Member,Mr. Mario D Dickerson,MD Home Health  LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Rhino Research Industries  LLC,580 Vlg Blvd Ste 330,West Palm Beach,FL,33409-1953,1953,"RHINO RESEARCH INDUSTRIES, LLC",580 Village Blvd Ste 330,West Palm Beach,FL,33409-1953,,"Pallets, Plastics",Member,Mr. Judd Ettinger,Rhino Research Industries  LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Duffys Of Villages  Inc,721 Village Blvd Ste 107,West Palm Beach,FL,33409-1955,1955,"DUFFY'S OF THE VILLAGES, INC.",721 Village Blvd Ste 107,West Palm Beach,FL,33409-1955,,Grills (eating Places),President,Mr. Paul Emmett,Duffys Of Villages  Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Trident Title  LLC,580 Village Blvd #225,West Palm Beach,FL,33409-1957,1957,"TRIDENT TITLE, LLC",580 Village Blvd Ste 225,West Palm Beach,FL,33409-1957,,Title And Trust Companies,Managing Member,Mr. Paul A Krasker,Trident Title  LLC,"https://floridaucc.com/search?text=TRIDENT TITLE, LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,03/18/2015,03/18/2020,03/02/2026,201503292558,0,1,,,,,,,,,,,1,"TRIDENT TITLE, LLC","7975 NW 154TH ST STE 220, HIALEAH, FL, 33016-5849",UCC1,1,,03/18/2015
